Project Name,Project Description,Project Owner Email,Task Title,Task Description,Status,Priority,Assignee Email,Due Date,Start Date
"Digital Customer Journey ด้วย SENA360 และ RentNex App","SENA 360 App – แอปสำหรับกระบวนการขายบ้านก่อนโอน รองรับทุกขั้นตอนสำคัญ เช่น Pre-Approve, Bank Approve, Booking, Contract, Inspection, Transfer และ Welcome Box โดยให้ลูกค้าสามารถติดตามสถานะ ส่งข้อมูลสินเชื่อ และอัปโหลดเอกสารต่าง ๆ ผ่านแอปได้ครบถ้วน โดยมี Concept 4 Piillar PILLAR 1: SEAMLESS CUSTOMER JOURNEY ปรับปรุง End-to-End Experience ให้ราบรื่น PILLAR 2: PROCESS AUTOMATION & INTEGRATION เชื่อมโยงระบบและ Automate กระบวนการที่ดำเนินการของบริษัทให้รวดเร็วและถูกต้อง PILLAR 3: NEW BUSINESS MODEL ENABLEMENT รองรับโมเดลธุรกิจใหม่ (LivNex, , BuyNowPayLater) เพื่อรองรับและขยาย Revunue Stream ใหม่ PILLAR 4: DATA-DRIVEN INSIGHT & ENGAGEMENT สร้าง Engagement และใช้ Data เพื่อตัดสินใจ",tharab@sena.co.th,"Backoffice / การเชื่อมต่อระบบ SENA ERP / REM /Fastinspec การแสดง SIte Map ห้อง RentNex AI Matching ผู้เช่า - นักลงทุน","ได้ระบบจัดการ Backoffice ที่ สามารถ Config เงื่อนไขของRentnex ให้กับผู้เช่าได้",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
"Digital Customer Journey ด้วย SENA360 และ RentNex App","SENA 360 App – แอปสำหรับกระบวนการขายบ้านก่อนโอน รองรับทุกขั้นตอนสำคัญ เช่น Pre-Approve, Bank Approve, Booking, Contract, Inspection, Transfer และ Welcome Box โดยให้ลูกค้าสามารถติดตามสถานะ ส่งข้อมูลสินเชื่อ และอัปโหลดเอกสารต่าง ๆ ผ่านแอปได้ครบถ้วน โดยมี Concept 4 Piillar PILLAR 1: SEAMLESS CUSTOMER JOURNEY ปรับปรุง End-to-End Experience ให้ราบรื่น PILLAR 2: PROCESS AUTOMATION & INTEGRATION เชื่อมโยงระบบและ Automate กระบวนการที่ดำเนินการของบริษัทให้รวดเร็วและถูกต้อง PILLAR 3: NEW BUSINESS MODEL ENABLEMENT รองรับโมเดลธุรกิจใหม่ (LivNex, , BuyNowPayLater) เพื่อรองรับและขยาย Revunue Stream ใหม่ PILLAR 4: DATA-DRIVEN INSIGHT & ENGAGEMENT สร้าง Engagement และใช้ Data เพื่อตัดสินใจ",tharab@sena.co.th,"เชื่อมต่อกับ Application ของ 3rd Party / SENA Payment Gateway ธนาคาร /บริษัท บัตรเครดิต SENA360 SENPROP SMARTIFYHOME","APP Rentnex สามารถเชื่อมต่อกับApplication SENA & SEN X การชำระเงินได้ทุกช่องทาง",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
"Digital Customer Journey ด้วย SENA360 และ RentNex App","SENA 360 App – แอปสำหรับกระบวนการขายบ้านก่อนโอน รองรับทุกขั้นตอนสำคัญ เช่น Pre-Approve, Bank Approve, Booking, Contract, Inspection, Transfer และ Welcome Box โดยให้ลูกค้าสามารถติดตามสถานะ ส่งข้อมูลสินเชื่อ และอัปโหลดเอกสารต่าง ๆ ผ่านแอปได้ครบถ้วน โดยมี Concept 4 Piillar PILLAR 1: SEAMLESS CUSTOMER JOURNEY ปรับปรุง End-to-End Experience ให้ราบรื่น PILLAR 2: PROCESS AUTOMATION & INTEGRATION เชื่อมโยงระบบและ Automate กระบวนการที่ดำเนินการของบริษัทให้รวดเร็วและถูกต้อง PILLAR 3: NEW BUSINESS MODEL ENABLEMENT รองรับโมเดลธุรกิจใหม่ (LivNex, , BuyNowPayLater) เพื่อรองรับและขยาย Revunue Stream ใหม่ PILLAR 4: DATA-DRIVEN INSIGHT & ENGAGEMENT สร้าง Engagement และใช้ Data เพื่อตัดสินใจ",tharab@sena.co.th,"Golive & Support","APP RENTNEX สามารถใช้งานได้",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Digital Customer Journey ด้วย SENA360 และ RentNex App","SENA 360 App – แอปสำหรับกระบวนการขายบ้านก่อนโอน รองรับทุกขั้นตอนสำคัญ เช่น Pre-Approve, Bank Approve, Booking, Contract, Inspection, Transfer และ Welcome Box โดยให้ลูกค้าสามารถติดตามสถานะ ส่งข้อมูลสินเชื่อ และอัปโหลดเอกสารต่าง ๆ ผ่านแอปได้ครบถ้วน โดยมี Concept 4 Piillar PILLAR 1: SEAMLESS CUSTOMER JOURNEY ปรับปรุง End-to-End Experience ให้ราบรื่น PILLAR 2: PROCESS AUTOMATION & INTEGRATION เชื่อมโยงระบบและ Automate กระบวนการที่ดำเนินการของบริษัทให้รวดเร็วและถูกต้อง PILLAR 3: NEW BUSINESS MODEL ENABLEMENT รองรับโมเดลธุรกิจใหม่ (LivNex, , BuyNowPayLater) เพื่อรองรับและขยาย Revunue Stream ใหม่ PILLAR 4: DATA-DRIVEN INSIGHT & ENGAGEMENT สร้าง Engagement และใช้ Data เพื่อตัดสินใจ",tharab@sena.co.th,"ระบบวิเคราะห์ข้อมูลและรายงาน (BI & AI Analytic) Big Data SENA Dashboard AI Analytic System ประเมินพฤติกรรม เช่น การย้ายออกของผู้เช่า หรือห้องที่เสี่ยงว่าง","ข้อมูลของระบบงาน สามารถเชื่อมต่อ Big Data ของบริษัท และนำมาวิเคราะห์ได้",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Digital Customer Journey ด้วย SENA360 และ RentNex App","SENA 360 App – แอปสำหรับกระบวนการขายบ้านก่อนโอน รองรับทุกขั้นตอนสำคัญ เช่น Pre-Approve, Bank Approve, Booking, Contract, Inspection, Transfer และ Welcome Box โดยให้ลูกค้าสามารถติดตามสถานะ ส่งข้อมูลสินเชื่อ และอัปโหลดเอกสารต่าง ๆ ผ่านแอปได้ครบถ้วน โดยมี Concept 4 Piillar PILLAR 1: SEAMLESS CUSTOMER JOURNEY ปรับปรุง End-to-End Experience ให้ราบรื่น PILLAR 2: PROCESS AUTOMATION & INTEGRATION เชื่อมโยงระบบและ Automate กระบวนการที่ดำเนินการของบริษัทให้รวดเร็วและถูกต้อง PILLAR 3: NEW BUSINESS MODEL ENABLEMENT รองรับโมเดลธุรกิจใหม่ (LivNex, , BuyNowPayLater) เพื่อรองรับและขยาย Revunue Stream ใหม่ PILLAR 4: DATA-DRIVEN INSIGHT & ENGAGEMENT สร้าง Engagement และใช้ Data เพื่อตัดสินใจ",tharab@sena.co.th,"ระบบ API Single Gateway - ควบคุมที่ Portal เดียว - สร้างค่ากำหนดมาตรฐาน หากต้องการมีระบบอื่นมาInterface ต้องทำตาม Spec ของแต่ละชุดระบบเท่านั้น","ระบบ ควบคุม API และ กำหนดค่าเชื่อมต่อมาตรฐาน สามารถใช้งานได้",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Single Source of Truth & Data Governance ข้อมูลกลางขององค์กรที่ทุกฝ่ายใช้งานตรงกันและควบคุมได้","1) รวบรวมข้อมูลยูนิตทุกสถานะ (Available, Hold, Booked, Contract, Transfer, Cancel) ให้เป็น “Single Source of Truth” รวมราคาขาย, ส่วนลด, Promotion, Inventory, Stock Movement ให้เป็นระบบเดียว เพื่อให้ทีมขาย–การตลาด–บัญชีใช้งานข้อมูลเดียวกัน ลดความผิดพลาดและใช้ประกอบการตัดสินใจได้ทันที 2) ออกแบบและพัฒนาระบบบริหารจัดการข้อมูลแบบศูนย์กลาง (Single Source of Truth) โดยให้ข้อมูลมีแหล่งกำเนิดเพียงจุดเดียว และกระจายไปยังทุกระบบงานขององค์กรอย่างเป็นมาตรฐาน เพื่อเพิ่มความถูกต้องของข้อมูล ลดความซ้ำซ้อน และลดภาระการทำงานของผู้ใช้ในทุกส่วนงานอย่างมีประสิทธิภาพ 3) จัดทำ Data Policy โดยกำหนด Data Owner ให้ชัดเจน รวมถึงกำหนดกรอบการใช้ข้อมูลและกระบวนการอนุมัติก่อนนำไปใช้งาน ประกาศใช้อย่างเป็นทางการเพื่อให้ทุกหน่วยงานปฏิบัติตามระเบียบเดียวกัน และรักษามาตรฐานข้อมูลขององค์กร""",tharab@sena.co.th,"Product Single View ใช้ในการรวมข้อมูลสินค้า/ยูนิตจากทุกระบบให้เป็นข้อมูลกลางชุดเดียว เช่น สถานะยูนิต ราคา โปรโมชั่น ต้นทุน ความคืบหน้างานก่อสร้าง และข้อมูลบริการหลังการขาย เมื่อข้อมูลทั้งหมดถูกรวมอยู่ในที่เดียว ทุกฝ่าย—ขาย การตลาด โครงการ การเงิน และบริการ—จะเห็นสถานะจริงแบบ Real-time ลดงาน Excel ลดความผิดพลาด และทำงานสอดคล้องกันมากขึ้น ผู้บริหารสามารถดูภาพรวมทั้ง Portfolio เพื่อวางกลยุทธ์ด้านราคา–สต๊อก–การเปิดโครงการได้อย่างแม่นยำ","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Single Source of Truth & Data Governance ข้อมูลกลางขององค์กรที่ทุกฝ่ายใช้งานตรงกันและควบคุมได้","1) รวบรวมข้อมูลยูนิตทุกสถานะ (Available, Hold, Booked, Contract, Transfer, Cancel) ให้เป็น “Single Source of Truth” รวมราคาขาย, ส่วนลด, Promotion, Inventory, Stock Movement ให้เป็นระบบเดียว เพื่อให้ทีมขาย–การตลาด–บัญชีใช้งานข้อมูลเดียวกัน ลดความผิดพลาดและใช้ประกอบการตัดสินใจได้ทันที 2) ออกแบบและพัฒนาระบบบริหารจัดการข้อมูลแบบศูนย์กลาง (Single Source of Truth) โดยให้ข้อมูลมีแหล่งกำเนิดเพียงจุดเดียว และกระจายไปยังทุกระบบงานขององค์กรอย่างเป็นมาตรฐาน เพื่อเพิ่มความถูกต้องของข้อมูล ลดความซ้ำซ้อน และลดภาระการทำงานของผู้ใช้ในทุกส่วนงานอย่างมีประสิทธิภาพ 3) จัดทำ Data Policy โดยกำหนด Data Owner ให้ชัดเจน รวมถึงกำหนดกรอบการใช้ข้อมูลและกระบวนการอนุมัติก่อนนำไปใช้งาน ประกาศใช้อย่างเป็นทางการเพื่อให้ทุกหน่วยงานปฏิบัติตามระเบียบเดียวกัน และรักษามาตรฐานข้อมูลขององค์กร""",tharab@sena.co.th,"System Integration ทุกระบบภายใน เช่น POJJAMAN, SiteMaps, REM, RemLivNex, RemRentNex, SaleKit, Lead Follow-up System และ SENA Application Platform ให้เชื่อมโยงให้ใช้ข้อมูลชุดเดียวกัน ไม่ต้องทำการ Re-Key ข้อมูลเดิมซ้ำบนระบบอื่นๆ และลดการทำงานบน Excel","",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Single Source of Truth & Data Governance ข้อมูลกลางขององค์กรที่ทุกฝ่ายใช้งานตรงกันและควบคุมได้","1) รวบรวมข้อมูลยูนิตทุกสถานะ (Available, Hold, Booked, Contract, Transfer, Cancel) ให้เป็น “Single Source of Truth” รวมราคาขาย, ส่วนลด, Promotion, Inventory, Stock Movement ให้เป็นระบบเดียว เพื่อให้ทีมขาย–การตลาด–บัญชีใช้งานข้อมูลเดียวกัน ลดความผิดพลาดและใช้ประกอบการตัดสินใจได้ทันที 2) ออกแบบและพัฒนาระบบบริหารจัดการข้อมูลแบบศูนย์กลาง (Single Source of Truth) โดยให้ข้อมูลมีแหล่งกำเนิดเพียงจุดเดียว และกระจายไปยังทุกระบบงานขององค์กรอย่างเป็นมาตรฐาน เพื่อเพิ่มความถูกต้องของข้อมูล ลดความซ้ำซ้อน และลดภาระการทำงานของผู้ใช้ในทุกส่วนงานอย่างมีประสิทธิภาพ 3) จัดทำ Data Policy โดยกำหนด Data Owner ให้ชัดเจน รวมถึงกำหนดกรอบการใช้ข้อมูลและกระบวนการอนุมัติก่อนนำไปใช้งาน ประกาศใช้อย่างเป็นทางการเพื่อให้ทุกหน่วยงานปฏิบัติตามระเบียบเดียวกัน และรักษามาตรฐานข้อมูลขององค์กร""",tharab@sena.co.th,"รวบรวมข้อมูลที่เกิดขึ้นทั้งหมดภายในบริษัท และ กำหนด Data Owner หรือผู้รับผิดชอบช้อมูล","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Single Source of Truth & Data Governance ข้อมูลกลางขององค์กรที่ทุกฝ่ายใช้งานตรงกันและควบคุมได้","1) รวบรวมข้อมูลยูนิตทุกสถานะ (Available, Hold, Booked, Contract, Transfer, Cancel) ให้เป็น “Single Source of Truth” รวมราคาขาย, ส่วนลด, Promotion, Inventory, Stock Movement ให้เป็นระบบเดียว เพื่อให้ทีมขาย–การตลาด–บัญชีใช้งานข้อมูลเดียวกัน ลดความผิดพลาดและใช้ประกอบการตัดสินใจได้ทันที 2) ออกแบบและพัฒนาระบบบริหารจัดการข้อมูลแบบศูนย์กลาง (Single Source of Truth) โดยให้ข้อมูลมีแหล่งกำเนิดเพียงจุดเดียว และกระจายไปยังทุกระบบงานขององค์กรอย่างเป็นมาตรฐาน เพื่อเพิ่มความถูกต้องของข้อมูล ลดความซ้ำซ้อน และลดภาระการทำงานของผู้ใช้ในทุกส่วนงานอย่างมีประสิทธิภาพ 3) จัดทำ Data Policy โดยกำหนด Data Owner ให้ชัดเจน รวมถึงกำหนดกรอบการใช้ข้อมูลและกระบวนการอนุมัติก่อนนำไปใช้งาน ประกาศใช้อย่างเป็นทางการเพื่อให้ทุกหน่วยงานปฏิบัติตามระเบียบเดียวกัน และรักษามาตรฐานข้อมูลขององค์กร""",tharab@sena.co.th,"กำหนดวิธีการใช้งานและสิทธิ์ในการเข้าถึง ประกาศใช้งาน และติดตามผลอย่างจริงจัง","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Single Source of Truth & Data Governance ข้อมูลกลางขององค์กรที่ทุกฝ่ายใช้งานตรงกันและควบคุมได้","1) รวบรวมข้อมูลยูนิตทุกสถานะ (Available, Hold, Booked, Contract, Transfer, Cancel) ให้เป็น “Single Source of Truth” รวมราคาขาย, ส่วนลด, Promotion, Inventory, Stock Movement ให้เป็นระบบเดียว เพื่อให้ทีมขาย–การตลาด–บัญชีใช้งานข้อมูลเดียวกัน ลดความผิดพลาดและใช้ประกอบการตัดสินใจได้ทันที 2) ออกแบบและพัฒนาระบบบริหารจัดการข้อมูลแบบศูนย์กลาง (Single Source of Truth) โดยให้ข้อมูลมีแหล่งกำเนิดเพียงจุดเดียว และกระจายไปยังทุกระบบงานขององค์กรอย่างเป็นมาตรฐาน เพื่อเพิ่มความถูกต้องของข้อมูล ลดความซ้ำซ้อน และลดภาระการทำงานของผู้ใช้ในทุกส่วนงานอย่างมีประสิทธิภาพ 3) จัดทำ Data Policy โดยกำหนด Data Owner ให้ชัดเจน รวมถึงกำหนดกรอบการใช้ข้อมูลและกระบวนการอนุมัติก่อนนำไปใช้งาน ประกาศใช้อย่างเป็นทางการเพื่อให้ทุกหน่วยงานปฏิบัติตามระเบียบเดียวกัน และรักษามาตรฐานข้อมูลขององค์กร""",tharab@sena.co.th,"พัฒนาระบบให้รองรับการเข้าถึงข้อมูล เพื่อนำไปใช้งานตามสิทธิ์ และจะมีการกรองข้อมูลที่ไม่ผ่านการ Consent ออกโดยอัตโนมัติ","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"Sitemap V2 – รองรับการแสดงสถานะการขายทุกประเภทของบริษัท และใช้สำหรับวางแผนงานก่อสร้างได้ครบทุก Product","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"Sitemap V2 - รองรับการแสดง Progress งานก่อสร้างได้ทั้งมุมมองการจ่ายเงิน และ progress หน้างาน","",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"SitemapV2 - เชื่อมโยงข้อมูลจากทุกหน่วยงานที่เกี่ยวข้อง เช่น ฝ่ายจัดซื้อ จัดจ้าง บัญชีต้นทุน รวมถึงข้อมูลฝ่ายขายและสถานะการขายจาก LivNex และ RentNex เพื่อให้โฟกัสการทำงานได้อย่างแม่นยำ และเร่งโอนตามวงจรประสิทธิภาพ 30 วัน","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"SitemapV2 - เพิ่ม Features สำหรับ Project Tracking เกี่ยวกับสถานะการจัดหาผู้รับเหมา","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-09-30,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"SitemapV2 - Geo Check Management สำหรับให้ผู้รับเหมาดำเนินการก่อนนัดตรวจ End Product","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"พัฒนาระบบ CMS เพิ่มเติมสำหรับการบริหารจัดการ Stock วัสดุก่อสร้าง","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"นำ AI มาวิเคราะห์และสรุปความคืบหน้า รวมถึงประเด็นปัญหาและความเสี่ยงของงานก่อสร้าง เพื่อสนับสนุนการบริหารโครงการอย่างมีประสิทธิภาพ","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-12-31,
"Digital Construction Management","พัฒนาระบบบริหารโครงการก่อสร้างแบบดิจิทัล เพื่อรวบรวมข้อมูลหน้างาน แผนงาน ความคืบหน้า และคุณภาพงานให้ตรวจสอบได้ ผ่านระบบ ลดการใช้กระดาษในการทำงาน และรองรับการติดตามงานของฝ่ายก่อสร้าง ตามกระบวนการทำงานในวงจรประสิทธิภาพ 30 วัน",tharab@sena.co.th,"Design Tracking / Design Checlist","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"SENA Automation Process by AI","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"ระบบตรวจสอบสัญญาอัตโนมัติด้วย AI","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-09-30,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"Pricing Management สำรหับบริหารจัดการข้อมูลราคาขายและการอนุมัติราคาขายอย่างเป็นระบบ","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-09-30,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"Pricing Workflow","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-09-30,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"Pricing Analyst Dashboard/AI","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-09-30,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"E-Contract","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"E-อากรแสตมป์","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"Phase1 - พัฒนาระบบ Online Payment สำหรับทุกจุดที่ต้องรับชำระเงินจากลูกค้า ให้รองรับการชำระเงินทุกช่องทางที่บริษัทกำหนด","ได้ Vendor พัฒนา Sena 360. และ เริ่มพัฒนา",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Operation Excellence (Automation & AI) ลดงาน manual และตั้งมาตรฐานการทำงานใหม่ด้วย Automation และ AI","นำ AI และระบบอัตโนมัติมาช่วยลดงานซ้ำซ้อนภายในองค์กร เช่น งานบันทึกข้อมูลเข้าสู่ ERP (POJJAMAN), การลดการใช้ Excel ด้วย Workflow ดิจิทัล, และการตรวจสอบความถูกต้องของเอกสาร",tharab@sena.co.th,"Phase2 - พัฒนา SENA360 ให้รองรับ Cashless Journey และรับชำระเงินได้ทุกช่องทางที่บริษัทกำหนด","ได้ Vendor พัฒนา Sena 360. และ เริ่มพัฒนา",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Performance & Benefit KPI กลางแบบ Real-time และคอมมิชชั่น/อินเซนทีฟอัตโนมัติ","ระบบ KPI ส่วนกลางคือแพลตฟอร์มที่รวบรวมและเผยแพร่ตัวชี้วัดประสิทธิภาพหลักขององค์กร (KPI) จากส่วนกลางเพียงแหล่งเดียว เพื่อให้ทุกหน่วยงานใช้ข้อมูลชุดเดียวกันอย่างถูกต้องและสอดคล้องกันทั้งบริษัท ระบบนี้ช่วยให้ฝ่ายบริหารประกาศตัวเลข KPI เช่น ยอดขาย ผลการให้บริการ คุณภาพงาน โครงการ หรือคะแนนประเมินต่าง ๆ ให้ทุกทีมรับทราบในมาตรฐานเดียวกัน และใช้เป็นฐานในการปรับปรุงผลการทำงานของแต่ละหน่วยงาน",tharab@sena.co.th,"ระบบ KPI ส่วนกลาง","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-06-30,
"Performance & Benefit KPI กลางแบบ Real-time และคอมมิชชั่น/อินเซนทีฟอัตโนมัติ","ระบบ KPI ส่วนกลางคือแพลตฟอร์มที่รวบรวมและเผยแพร่ตัวชี้วัดประสิทธิภาพหลักขององค์กร (KPI) จากส่วนกลางเพียงแหล่งเดียว เพื่อให้ทุกหน่วยงานใช้ข้อมูลชุดเดียวกันอย่างถูกต้องและสอดคล้องกันทั้งบริษัท ระบบนี้ช่วยให้ฝ่ายบริหารประกาศตัวเลข KPI เช่น ยอดขาย ผลการให้บริการ คุณภาพงาน โครงการ หรือคะแนนประเมินต่าง ๆ ให้ทุกทีมรับทราบในมาตรฐานเดียวกัน และใช้เป็นฐานในการปรับปรุงผลการทำงานของแต่ละหน่วยงาน",tharab@sena.co.th,"ระบบ Commission & Incentive","….................................",TODO,MEDIUM,tharab@sena.co.th,2026-03-31,
